z_value,k_value,sep
843952453,217,3370
22709519,217,3374
793593198,217,3375
801522451,217,3384
981072498,217,3388
859799549,217,3396
814615404,217,3398
133555807,217,3405
800923528,217,3406
830246421,217,3413
794361647,217,3414
883555301,217,3418
143529217,217,3420
861796195,217,3421
837857973,217,3421
818676604,217,3423
873747494,217,3429
810227451,217,3438
839241960,217,3442
794606159,217,3447
140709827,217,3451
792221488,217,3452
801735503,217,3465
844296163,217,3469
145108401,217,3469
836839459,217,3482
135822036,217,3482
844278985,217,3483
869946342,217,3485
851817391,217,3490
837252328,217,3490
825421103,217,3492
836529699,217,3502
835968445,217,3513
857128597,217,3514
839592525,217,3515
840937447,217,3523
839588707,217,3525
888276853,217,3530
815093264,217,3535
139957302,217,3538
132023843,217,3542
140378804,217,3548
837102159,217,3549
135844293,217,3552
886212717,217,3554
824991709,217,3554
911505898,217,3563
856142300,217,3566
828291623,217,3567
985876729,217,3574
821956228,217,3575
842571368,217,3577
836526114,217,3585
833255854,217,3587
816934787,217,3590
830913024,217,3594
839254260,217,3597
886017560,217,3608
151764638,217,3612
164033788,217,3617
812137363,217,3630
836034475,217,3632
890485822,217,3633
815952241,217,3644
814936929,217,3651
856869275,217,3655
833259817,217,3657
833111729,217,3657
793976642,217,3658
886021168,217,3663
835826339,217,3665
139661011,217,3667
23487792,217,3678
840551384,217,3685
861193216,217,3686
831487827,217,3691
821976833,217,3695
825149680,217,3710
823796218,217,3715
862901342,217,3719
791668059,217,3720
140717752,217,3722
834897791,217,3734
857381139,217,3737
836828505,217,3740
822390689,217,3749
819104426,217,3782
141867939,217,3805
839759148,217,3808
980614680,217,3815
815255294,217,3825
854862145,217,3828
878612552,217,3832
138872774,217,3833
867083723,217,3848
979969934,217,3853
145768731,217,3858
887825376,217,3868
801598798,217,3869
836005992,217,3875
838469362,217,3895
822998787,217,3897
791217068,217,3899
870372810,217,3900
819483312,217,3907
834891415,217,3911
982268995,217,3912
887840778,217,3918
140391264,217,3918
859420771,217,3920
879968312,217,3921
884197010,217,3922
794318162,217,3931
836927765,217,3939
824887356,217,3943
819580955,217,3943
838445438,217,3956
885359613,217,3975
823563180,217,3977
140724825,217,3977
856268931,217,3979
816716695,217,3979
856395212,217,3983
984612974,217,3984
807787700,217,3990
840042517,217,3995
983193329,217,4005
839714823,217,4008
838146573,217,4012
819367361,217,4013
869685973,217,4016
821807270,217,4016
140984011,217,4016
886067986,217,4022
834737357,217,4024
982549302,217,4025
848059796,217,4026
807799904,217,4030
793680410,217,4031
822184287,217,4042
135986102,217,4043
858321222,217,4047
894620403,217,4052
890722296,217,4056
824310476,217,4065
882460836,217,4071
878616384,217,4076
832439851,217,4083
824928238,217,4096
814602906,217,4106
140077408,217,4113
823550551,217,4122
824421015,217,4124
800386218,217,4130
844255980,217,4135
803331222,217,4148
835830004,217,4160
884200932,217,4163
869914379,217,4173
823666137,217,4184
827686523,217,4190
842264055,217,4198
854973625,217,4199
818839981,217,4211
883661993,217,4216
831944724,217,4217
836408897,217,4223
819394812,217,4223
827550642,217,4232
23095437,217,4239
859731106,217,4246
848284088,217,4248
823569522,217,4257
137824357,217,4257
862484316,217,4265
137961094,217,4267
163832492,217,4268
885954427,217,4271
131803064,217,4272
820224641,217,4274
847199361,217,4280
164218390,217,4283
869514614,217,4293
825113774,217,4295
133432487,217,4297
863464686,217,4298
846727004,217,4304
3920747,217,4305
810294289,217,4312
869751316,217,4313
816746915,217,4315
834941862,217,4322
822021836,217,4322
886121904,217,4324
820962641,217,4327
135869842,217,4328
831334712,217,4329
886728935,217,4340
845949544,217,4343
812239130,217,4348
144270407,217,4358
801436083,217,4360
882977622,217,4364
889632931,217,4372
833479319,217,4377
137918308,217,4378
147592329,217,4386
836810232,217,4402
840425293,217,4403
830874365,217,4403
822979004,217,4403
794626614,217,4427
829805875,217,4431
824788885,217,4442
833322958,217,4456
845715459,217,4460
835963972,217,4473
140713278,217,4474
144932769,217,4479
22922954,217,4494
886192584,217,4499
799546953,217,4503
799491127,217,4523
143437903,217,4525
884180433,217,4532
844136639,217,4534
801396535,217,4534
148452265,217,4534
861507162,217,4541
845953887,217,4569
833095168,217,4580
816820289,217,4584
870174702,217,4587
864241397,217,4601
140374193,217,4611
827335055,217,4618
859437594,217,4621
886153587,217,4636
911662360,217,4642
163493774,217,4642
825100470,217,4649
828311297,217,4658
835885947,217,4660
827911651,217,4660
143628877,217,4671
821966189,217,4678
816509368,217,4684
799345059,217,4684
836911988,217,4694
886208019,217,4698
824770551,217,4699
831341996,217,4705
861033928,217,4706
874144504,217,4712
799485600,217,4712
860142638,217,4713
828320922,217,4714
843431473,217,4722
828078962,217,4723
800501269,217,4724
807782969,217,4731
147596715,217,4734
827504908,217,4737
824834276,217,4747
822016642,217,4751
825971720,217,4755
890726352,217,4758
911509666,217,4784
163617179,217,4790
798667399,217,4792
147862034,217,4792
886276200,217,4796
887820579,217,4797
869732922,217,4799
133321012,217,4806
860663723,217,4811
826203207,217,4812
821959803,217,4816
840798603,217,4821
864260171,217,4823
858690508,217,4826
147664836,217,4832
822696936,217,4838
844189712,217,4849
792018557,217,4860
861038634,217,4862
845545315,217,4868
844270933,217,4883
143516830,217,4885
137818927,217,4887
812147380,217,4889
861527960,217,4894
144963816,217,4899
897229527,217,4904
848606525,217,4912
843155443,217,4913
855933853,217,4918
871756005,217,4926
836848842,217,4930
888695043,217,4934
874149302,217,4939
825220665,217,4940
835775351,217,4942
820280613,217,4942
812152269,217,4949
825153390,217,4951
839837806,217,4964
134998518,217,4966
828315955,217,4967
842425501,217,4971
139185123,217,4972
866116316,217,4979
844434696,217,4981
808431273,217,4982
876764689,217,4989
856077841,217,4995
142707441,217,4995
888690041,217,5002
890754451,217,5003
842257117,217,5023
846516314,217,5042
882553339,217,5051
851748994,217,5056
858314095,217,5058
860081632,217,5062
863029424,217,5064
850555350,217,5070
837355774,217,5071
792125697,217,5084
869853080,217,5090
801401069,217,5092
823506169,217,5100
144958707,217,5109
790945181,217,5112
887848620,217,5126
138619637,217,5131
139686694,217,5132
836770756,217,5140
823670321,217,5141
886202873,217,5146
822701774,217,5147
793436539,217,5151
799329233,217,5172
878621150,217,5185
839576853,217,5187
831906377,217,5191
846938535,217,5192
822730361,217,5213
832995261,217,5215
869861051,217,5226
790849291,217,5235
831478745,217,5236
825587994,217,5240
847821309,217,5243
851729863,217,5249
141375985,217,5259
790330028,217,5262
790854526,217,5263
819546012,217,5274
147506107,217,5275
839953017,217,5283
858726593,217,5284
870064426,217,5292
840555069,217,5293
856831774,217,5296
886158223,217,5299
138771543,217,5300
825141141,217,5303
882691735,217,5312
823799933,217,5317
833644190,217,5325
839596040,217,5329
898604747,217,5336
873537418,217,5343
863263164,217,5344
791233758,217,5346
882475474,217,5351
886097023,217,5364
886286769,217,5367
843394929,217,5389
985535583,217,5400
833714865,217,5408
887219069,217,5413
840003086,217,5415
799807307,217,5430
138571686,217,5436
138650584,217,5440
886012119,217,5441
880203027,217,5442
831579976,217,5442
831393602,217,5446
831382451,217,5459
822706921,217,5460
810206082,217,5461
136988272,217,5462
836842941,217,5463
803325750,217,5472
23491709,217,5476
890575427,217,5487
883654667,217,5515
815086991,217,5521
883019222,217,5523
147702277,217,5524
851686472,217,5525
