k_value,n
113,3
8,2
103,2
0,1
2,1
4,1
6,1
10,1
14,1
24,1
31,1
34,1
37,1
39,1
64,1
80,1
84,1
104,1
120,1
123,1
128,1
129,1
130,1
132,1
136,1
138,1
146,1
162,1
181,1
187,1
189,1
192,1
200,1
204,1
226,1
241,1
245,1
246,1
247,1
273,1
274,1
277,1
291,1
300,1
364,1
