NUMBER,EVEN,ODD
935395333,141, 70
892066289,141, 70
941928053,141, 70
940520471,141, 70
928392967,141, 70
932726654,141, 70
900570512,141, 70
961550933,141, 70
951223704,141, 70
922546732,141, 70
923587812,141, 70
942307124,141, 70
937488082,141, 70
938064976,141, 70
163212424,140, 71
968783413,141, 70
918810521,141, 70
926862188,141, 70
898503113,141, 70
961400540,141, 70
999866520,141, 70
999710423,141, 70
149822796,140, 71
931796901,141, 70
922484841,141, 70
929210463,141, 70
990000490,141, 70
955434219,141, 70
895727611,141, 70
161282927,140, 71
951276022,141, 70
978300332,141, 70
919387354,141, 70
928065781,141, 70
965571833,141, 70
30694687,139, 72
922577789,141, 70
917617985,141, 70
920957860,141, 70
901636584,141, 70
949305531,141, 70
926243878,141, 70
961476981,141, 70
166399477,140, 71
908814255,141, 70
999928749,141, 70
979538667,141, 70
921114618,141, 70
184400498,140, 71
952744495,141, 70
932683202,141, 70
890156995,141, 70
999146748,141, 70
893501361,141, 70
916884674,141, 70
931061168,141, 70
919062080,141, 70
150405177,140, 71
25787935,139, 72
939328885,141, 70
968736918,141, 70
936233360,141, 70
969221636,141, 70
900566609,141, 70
918431765,141, 70
917240494,141, 70
939989230,141, 70
184485379,140, 71
999441725,141, 70
995650188,141, 70
983490691,141, 70
949723266,141, 70
918200260,141, 70
902033236,141, 70
899591164,141, 70
27607007,139, 72
896650343,141, 70
908809335,141, 70
918105017,141, 70
998129190,141, 70
958476451,141, 70
990203038,141, 70
955379498,141, 70
960187866,141, 70
154888135,140, 71
152800018,140, 71
965758800,141, 70
911609432,141, 70
940542147,141, 70
936453814,141, 70
969192573,141, 70
931295309,141, 70
946432899,141, 70
153565893,140, 71
904024313,141, 70
978565696,141, 70
926110898,141, 70
895035141,141, 70
939475085,141, 70
25786974,139, 72
944841099,141, 70
157631652,140, 71
900974468,141, 70
938382551,141, 70
947458722,141, 70
913508503,141, 70
951714645,141, 70
944521256,141, 70
931788123,141, 70
889709943,141, 70
899927724,141, 70
993869290,141, 70
916472669,141, 70
962857676,141, 70
154746353,140, 71
898863955,141, 70
893124869,141, 70
163903573,140, 71
928873391,141, 70
996089324,141, 70
901574459,141, 70
26218013,139, 72
155275113,140, 71
157674099,140, 71
170934771,140, 71
893559347,141, 70
156830365,140, 71
963783728,141, 70
163822507,140, 71
152962057,140, 71
972341420,141, 70
899150427,141, 70
926383263,141, 70
154408010,140, 71
935356234,141, 70
963550862,141, 70
939389160,141, 70
925193457,141, 70
989945575,141, 70
25979284,139, 72
903185252,141, 70
898572219,141, 70
4377326,138, 73
940330682,141, 70
159499703,140, 71
982207547,141, 70
982788746,141, 70
999093785,141, 70
930528340,141, 70
943272529,141, 70
901523094,141, 70
964525270,141, 70
155177749,140, 71
972278965,141, 70
966092166,141, 70
149487515,140, 71
927368574,141, 70
889599973,141, 70
153561085,140, 71
156585235,140, 71
922338193,141, 70
942186396,141, 70
967795810,141, 70
929558618,141, 70
942111146,141, 70
944408005,141, 70
149951906,140, 71
154254549,140, 71
918898771,141, 70
911349059,141, 70
988244125,141, 70
995937111,141, 70
925579103,141, 70
928341568,141, 70
941094130,141, 70
963987251,141, 70
958219680,141, 70
983665311,141, 70
925206079,141, 70
896651407,141, 70
911890475,141, 70
990089889,141, 70
154563023,140, 71
927640154,141, 70
997050454,141, 70
901627503,141, 70
950693375,141, 70
934849737,141, 70
924916664,141, 70
947593498,141, 70
152950229,140, 71
931449357,141, 70
928458920,141, 70
900891656,141, 70
27280263,139, 72
892983330,141, 70
909000351,141, 70
998175975,141, 70
989856293,141, 70
927283829,141, 70
968626162,141, 70
997737320,141, 70
962990793,141, 70
155788696,140, 71
153707214,140, 71
910335361,141, 70
952915953,141, 70
964081280,141, 70
151478942,140, 71
927197747,141, 70
983063965,141, 70
933638981,141, 70
936863168,141, 70
926960359,141, 70
927477536,141, 70
948731875,141, 70
940688952,141, 70
921543241,141, 70
988933546,141, 70
924377213,141, 70
948723558,141, 70
971340880,141, 70
913750994,141, 70
163842959,140, 71
155162007,140, 71
889714893,141, 70
923622813,141, 70
917633844,141, 70
902778110,141, 70
970118016,141, 70
159604750,140, 71
978751076,141, 70
926237878,141, 70
939460578,141, 70
159719260,140, 71
946960304,141, 70
949756105,141, 70
155877379,140, 71
947633359,141, 70
947127092,141, 70
945076076,141, 70
25900514,139, 72
988862002,141, 70
156324508,140, 71
937091165,141, 70
928220846,141, 70
965720519,141, 70
940209298,141, 70
161277104,140, 71
901931447,141, 70
979170237,141, 70
893001182,141, 70
997170556,141, 70
966819595,141, 70
942172920,141, 70
917885368,141, 70
899566970,141, 70
957408484,141, 70
166188361,140, 71
999365790,141, 70
941368565,141, 70
958258320,141, 70
983555929,141, 70
949901071,141, 70
963657868,141, 70
940103757,141, 70
971372461,141, 70
927309580,141, 70
971010699,141, 70
163065489,140, 71
988378876,141, 70
982130025,141, 70
160587431,140, 71
978153956,141, 70
4385607,138, 73
947710669,141, 70
893237035,141, 70
967356704,141, 70
921065727,141, 70
958568306,141, 70
154701416,140, 71
933642709,141, 70
926409451,141, 70
974072646,141, 70
900035783,141, 70
943310621,141, 70
26149850,139, 72
980564536,141, 70
157616025,140, 71
940502903,141, 70
150570668,140, 71
946521341,141, 70
929756526,141, 70
148361383,140, 71
939181363,141, 70
988952479,141, 70
902586205,141, 70
947500694,141, 70
931711840,141, 70
967195017,141, 70
978752007,141, 70
968933105,141, 70
941365440,141, 70
164829436,140, 71
997085240,141, 70
963466906,141, 70
158630156,140, 71
156727397,140, 71
969528720,141, 70
936903492,141, 70
963566605,141, 70
899849888,141, 70
918623999,141, 70
159699537,140, 71
917187559,141, 70
926775451,141, 70
903806705,141, 70
944086843,141, 70
917091162,141, 70
913708423,141, 70
998422032,141, 70
982049860,141, 70
911834703,141, 70
939389790,141, 70
922779739,141, 70
925882894,141, 70
184494041,140, 71
929498749,141, 70
889917223,141, 70
991351967,141, 70
154222449,140, 71
997572673,141, 70
155292232,140, 71
958484099,141, 70
978286476,141, 70
922048721,141, 70
163943954,140, 71
909421441,141, 70
916855301,141, 70
942708280,141, 70
161823236,140, 71
901554572,141, 70
156768856,140, 71
932931421,141, 70
890584823,141, 70
926200860,141, 70
978802990,141, 70
890087285,141, 70
963950166,141, 70
893023760,141, 70
997146296,141, 70
998513155,141, 70
957620802,141, 70
899216309,141, 70
982817722,141, 70
950136050,141, 70
930298613,141, 70
997071590,141, 70
973751977,141, 70
160657384,140, 71
971169289,141, 70
942952017,141, 70
153852631,140, 71
943808151,141, 70
996917106,141, 70
925698357,141, 70
963935836,141, 70
154814939,140, 71
944550917,141, 70
955666184,141, 70
151918099,140, 71
978510141,141, 70
918828670,141, 70
941497603,141, 70
998445657,141, 70
936812245,141, 70
966154861,141, 70
936789420,141, 70
982717178,141, 70
183860135,140, 71
948884464,141, 70
152285970,140, 71
161372393,140, 71
896621413,141, 70
943909550,141, 70
990290616,141, 70
997235515,141, 70
977242166,141, 70
990207051,141, 70
158757758,140, 71
979615728,141, 70
899730390,141, 70
924670622,141, 70
982991250,141, 70
893630325,141, 70
926793494,141, 70
970213445,141, 70
989127550,141, 70
152862158,140, 71
967348838,141, 70
995574306,141, 70
156582430,140, 71
998338851,141, 70
927957947,141, 70
901716417,141, 70
961516058,141, 70
150116591,140, 71
163977451,140, 71
971140888,141, 70
966095205,141, 70
990523486,141, 70
925058423,141, 70
927339035,141, 70
966140726,141, 70
949674951,141, 70
894378262,141, 70
921178417,141, 70
902783677,141, 70
979473017,141, 70
947302553,141, 70
935934687,141, 70
944860138,141, 70
982791349,141, 70
966892065,141, 70
950879011,141, 70
939271552,141, 70
948064452,141, 70
148915719,140, 71
967076179,141, 70
184512866,140, 71
949907449,141, 70
155795991,140, 71
902438669,141, 70
972486584,141, 70
970848311,141, 70
946409574,141, 70
925805481,141, 70
968624012,141, 70
935577920,141, 70
947466200,141, 70
920106615,141, 70
971089847,141, 70
961397309,141, 70
992789013,141, 70
891090728,141, 70
892792380,141, 70
947132460,141, 70
998789071,141, 70
166112938,140, 71
891113124,141, 70
902521705,141, 70
982890092,141, 70
962769432,141, 70
184537842,140, 71
996181548,141, 70
26195521,139, 72
154509810,140, 71
148875175,140, 71
157299969,140, 71
979131279,141, 70
978944042,141, 70
998448750,141, 70
898501159,141, 70
991234923,141, 70
952577262,141, 70
901461063,141, 70
149447368,140, 71
967123387,141, 70
944888192,141, 70
993865236,141, 70
953435721,141, 70
982456964,141, 70
154401095,140, 71
997652342,141, 70
937316235,141, 70
940773371,141, 70
898520522,141, 70
925396723,141, 70
936271965,141, 70
898574397,141, 70
993847624,141, 70
25842764,139, 72
997369841,141, 70
927967646,141, 70
958031940,141, 70
934876850,141, 70
949313846,141, 70
926570663,141, 70
913728885,141, 70
996037314,141, 70
966943453,141, 70
149853574,140, 71
992750278,141, 70
947649509,141, 70
968677815,141, 70
940316087,141, 70
159698094,140, 71
999313899,141, 70
998750853,141, 70
930796128,141, 70
961343622,141, 70
982834334,141, 70
900719355,141, 70
949120857,141, 70
971042791,141, 70
898826055,141, 70
935991318,141, 70
156463461,140, 71
890878815,141, 70
950255271,141, 70
957774463,141, 70
161796578,140, 71
163017013,140, 71
158927330,140, 71
991315036,141, 70
160861672,140, 71
166213351,140, 71
972268467,141, 70
165691333,140, 71
933424355,141, 70
889854542,141, 70
935182267,141, 70
913670823,141, 70
940177990,141, 70
949797408,141, 70
900923164,141, 70
926650352,141, 70
917632952,141, 70
997293658,141, 70
896764523,141, 70
942782528,141, 70
940161390,141, 70
899512461,141, 70
926667640,141, 70
900567730,141, 70
27772061,139, 72
924726401,141, 70
911359216,141, 70
928392654,141, 70
968717963,141, 70
156501301,140, 71
897162349,141, 70
903385225,141, 70
998680882,141, 70
946482918,141, 70
999006389,141, 70
945999867,141, 70
891182210,141, 70
993589661,141, 70
979172124,141, 70
971362692,141, 70
925612934,141, 70
893047216,141, 70
4311662,138, 73
157255594,140, 71
26623869,139, 72
901008438,141, 70
166326269,140, 71
926649206,141, 70
889696010,141, 70
949399934,141, 70
918033916,141, 70
940160147,141, 70
932073704,141, 70
948536021,141, 70
935327531,141, 70
964580334,141, 70
996881558,141, 70
925402270,141, 70
939582400,141, 70
935314445,141, 70
965314516,141, 70
935376455,141, 70
909037977,141, 70
911517040,141, 70
157294404,140, 71
990031902,141, 70
156210915,140, 71
949754640,141, 70
942182020,141, 70
952397231,141, 70
155254612,140, 71
973880492,141, 70
998870082,141, 70
910577903,141, 70
893612452,141, 70
932447805,141, 70
166164200,140, 71
902091407,141, 70
999952543,141, 70
924955440,141, 70
925187524,141, 70
27705697,139, 72
889716898,141, 70
936904356,141, 70
944771503,141, 70
155212598,140, 71
936150220,141, 70
949802395,141, 70
952483829,141, 70
946653686,141, 70
925413069,141, 70
897715418,141, 70
927728492,141, 70
893165244,141, 70
911587056,141, 70
890101474,141, 70
160794645,140, 71
889783259,141, 70
951116049,141, 70
901262295,141, 70
970915628,141, 70
996704728,141, 70
997311475,141, 70
920829484,141, 70
923568978,141, 70
934058285,141, 70
997514118,141, 70
979577390,141, 70
166988577,140, 71
928493054,141, 70
149131236,140, 71
158406468,140, 71
928399903,141, 70
889771529,141, 70
160657857,140, 71
949627562,141, 70
925198785,141, 70
889672500,141, 70
975473088,141, 70
970768655,141, 70
978693441,141, 70
161183218,140, 71
937406361,141, 70
921904280,141, 70
900966430,141, 70
155242114,140, 71
947092034,141, 70
895855239,141, 70
166989173,140, 71
154202814,140, 71
949165758,141, 70
889535968,141, 70
159781401,140, 71
939107171,141, 70
996816714,141, 70
148894510,140, 71
926855114,141, 70
970916121,141, 70
162864228,140, 71
944284589,141, 70
947697400,141, 70
997279542,141, 70
933054762,141, 70
155670034,140, 71
918680693,141, 70
967515284,141, 70
154604883,140, 71
968994096,141, 70
903681796,141, 70
964198083,141, 70
157883146,140, 71
892795546,141, 70
901699011,141, 70
897720824,141, 70
969889200,141, 70
893974819,141, 70
965577522,141, 70
934867732,141, 70
901408639,141, 70
978925373,141, 70
998718619,141, 70
916897440,141, 70
927742211,141, 70
935444374,141, 70
923114298,141, 70
152400279,140, 71
945245524,141, 70
156293454,140, 71
26201105,139, 72
949727910,141, 70
161458498,140, 71
927984358,141, 70
949801025,141, 70
951717770,141, 70
921787063,141, 70
988254034,141, 70
161457134,140, 71
157040643,140, 71
989956376,141, 70
160670233,140, 71
985483473,141, 70
997232551,141, 70
936160626,141, 70
940400468,141, 70
155877831,140, 71
918890495,141, 70
909466060,141, 70
889227649,141, 70
893524952,141, 70
166992676,140, 71
926838419,141, 70
947741264,141, 70
932652234,141, 70
952685551,141, 70
928819551,141, 70
931749875,141, 70
890344135,141, 70
952320084,141, 70
930601293,141, 70
929116701,141, 70
900971745,141, 70
925332945,141, 70
935558937,141, 70
148145184,140, 71
922546667,141, 70
995725678,141, 70
978814085,141, 70
154254255,140, 71
925484106,141, 70
956875819,141, 70
156898909,140, 71
968735406,141, 70
899139647,141, 70
939318971,141, 70
930418365,141, 70
893476990,141, 70
162076082,140, 71
943862298,141, 70
967588629,141, 70
949796580,141, 70
942881634,141, 70
967589312,141, 70
159111448,140, 71
900146039,141, 70
968795051,141, 70
935885709,141, 70
958432739,141, 70
184178557,140, 71
934730074,141, 70
936937135,141, 70
935258225,141, 70
900916508,141, 70
917376131,141, 70
888788886,141, 70
925652073,141, 70
941563756,141, 70
921177573,141, 70
4245146,138, 73
921929305,141, 70
26196213,139, 72
997590727,141, 70
921155061,141, 70
942251140,141, 70
943182317,141, 70
996115219,141, 70
969966637,141, 70
159685057,140, 71
916980836,141, 70
926416668,141, 70
931447970,141, 70
942178268,141, 70
928489198,141, 70
947184208,141, 70
944766874,141, 70
961834937,141, 70
971361939,141, 70
961291806,141, 70
917196234,141, 70
25672059,139, 72
899638921,141, 70
917640912,141, 70
952468152,141, 70
899656990,141, 70
971033112,141, 70
941116215,141, 70
996753282,141, 70
155053075,140, 71
896098593,141, 70
967763924,141, 70
901513721,141, 70
155424386,140, 71
923626449,141, 70
900840405,141, 70
944352226,141, 70
935414185,141, 70
926461985,141, 70
927473126,141, 70
963764323,141, 70
947430757,141, 70
943508399,141, 70
927988689,141, 70
901845765,141, 70
25338479,139, 72
933423407,141, 70
911522654,141, 70
148536995,140, 71
26307153,139, 72
943029708,141, 70
990226087,141, 70
978433244,141, 70
149903878,140, 71
928700228,141, 70
900498114,141, 70
157194505,140, 71
916927682,141, 70
150173600,140, 71
975447537,141, 70
924200826,141, 70
954453562,141, 70
973912087,141, 70
968636642,141, 70
920312936,141, 70
161432921,140, 71
963555256,141, 70
889844094,141, 70
911548395,141, 70
995924663,141, 70
917089605,141, 70
940976380,141, 70
947187117,141, 70
918834966,141, 70
973930160,141, 70
989916172,141, 70
156583556,140, 71
988399169,141, 70
152428190,140, 71
950023285,141, 70
919064273,141, 70
940333190,141, 70
958295960,141, 70
927602661,141, 70
979193665,141, 70
939056345,141, 70
896724414,141, 70
899284621,141, 70
994707165,141, 70
916423408,141, 70
926573237,141, 70
968099424,141, 70
937529733,141, 70
951649911,141, 70
149876474,140, 71
935967880,141, 70
945586838,141, 70
994081215,141, 70
996969915,141, 70
939079299,141, 70
944887952,141, 70
160687553,140, 71
26940909,139, 72
25984905,139, 72
983564347,141, 70
924837654,141, 70
927854833,141, 70
994085987,141, 70
928482038,141, 70
928307612,141, 70
149781086,140, 71
167136265,140, 71
947784541,141, 70
896407343,141, 70
897461951,141, 70
917724237,141, 70
148519463,140, 71
922564977,141, 70
973906509,141, 70
968427728,141, 70
159877727,140, 71
997805181,141, 70
170779280,140, 71
948779087,141, 70
918409980,141, 70
927358035,141, 70
971438755,141, 70
979115848,141, 70
898628404,141, 70
953423226,141, 70
921379366,141, 70
925450790,141, 70
894785356,141, 70
983225479,141, 70
958512585,141, 70
899737685,141, 70
940371159,141, 70
150290614,140, 71
997507471,141, 70
939208104,141, 70
152255320,140, 71
161463817,140, 71
936157848,141, 70
918746059,141, 70
165295548,140, 71
991228229,141, 70
997748384,141, 70
155812818,140, 71
927608959,141, 70
900956933,141, 70
932181037,141, 70
926401977,141, 70
966861945,141, 70
158928206,140, 71
941970625,141, 70
972320853,141, 70
922325345,141, 70
159479127,140, 71
936005963,141, 70
899777212,141, 70
166980706,140, 71
924708209,141, 70
26790320,139, 72
928885535,141, 70
924345383,141, 70
899496594,141, 70
944497702,141, 70
917683486,141, 70
901057727,141, 70
967527517,141, 70
921994190,141, 70
944922766,141, 70
949775041,141, 70
927203891,141, 70
979841717,141, 70
922276146,141, 70
163839027,140, 71
152249446,140, 71
947286481,141, 70
160603427,140, 71
945720384,141, 70
157443521,140, 71
996523966,141, 70
909124655,141, 70
4264008,138, 73
964004852,141, 70
927648406,141, 70
978471950,141, 70
156713625,140, 71
997196435,141, 70
941528450,141, 70
926874149,141, 70
153649270,140, 71
939455394,141, 70
971339061,141, 70
156027420,140, 71
996413313,141, 70
940702869,141, 70
908798383,141, 70
995895133,141, 70
932741299,141, 70
947196764,141, 70
900515072,141, 70
961390351,141, 70
968738056,141, 70
919078529,141, 70
160575667,140, 71
163067264,140, 71
943190618,141, 70
930310309,141, 70
155570799,140, 71
968854257,141, 70
954171849,141, 70
967711319,141, 70
151457836,140, 71
148147158,140, 71
982329775,141, 70
997066305,141, 70
157431723,140, 71
940160512,141, 70
899447595,141, 70
980577812,141, 70
160627516,140, 71
979838290,141, 70
967652055,141, 70
902294739,141, 70
970295668,141, 70
154424118,140, 71
988907959,141, 70
950132530,141, 70
939534803,141, 70
946507547,141, 70
916994746,141, 70
943191045,141, 70
910754957,141, 70
158634208,140, 71
944669511,141, 70
959042962,141, 70
893336359,141, 70
926407263,141, 70
941499759,141, 70
927986028,141, 70
951412455,141, 70
159617445,140, 71
933600353,141, 70
161469268,140, 71
928011744,141, 70
924196786,141, 70
931090649,141, 70
916929744,141, 70
893029766,141, 70
158656261,140, 71
958565299,141, 70
968206374,141, 70
991263442,141, 70
953801130,141, 70
925531852,141, 70
998982978,141, 70
4472469,138, 73
903536551,141, 70
947458191,141, 70
931829816,141, 70
911435139,141, 70
967580644,141, 70
941130576,141, 70
921814400,141, 70
933607450,141, 70
980758983,141, 70
989075793,141, 70
161230949,140, 71
921170574,141, 70
958859481,141, 70
927742031,141, 70
909484065,141, 70
958625988,141, 70
923261794,141, 70
899124529,141, 70
925638067,141, 70
944619331,141, 70
916823800,141, 70
164824145,140, 71
998371440,141, 70
938874932,141, 70
945564134,141, 70
26959289,139, 72
897714691,141, 70
896933585,141, 70
945258989,141, 70
953006309,141, 70
894394310,141, 70
916793315,141, 70
951612998,141, 70
968759446,141, 70
967474961,141, 70
948833366,141, 70
161132190,140, 71
998825945,141, 70
994099949,141, 70
925159713,141, 70
156237188,140, 71
152776009,140, 71
935928150,141, 70
184037235,140, 71
944664885,141, 70
159716171,140, 71
974388169,141, 70
997464663,141, 70
901841234,141, 70
156570648,140, 71
927867980,141, 70
966730471,141, 70
942564273,141, 70
924791027,141, 70
149660671,140, 71
945950131,141, 70
158605389,140, 71
157005606,140, 71
964091773,141, 70
164747359,140, 71
989124463,141, 70
935878275,141, 70
909635092,141, 70
941635279,141, 70
941752578,141, 70
947508616,141, 70
156546612,140, 71
159004787,140, 71
27667708,139, 72
933416755,141, 70
155983269,140, 71
999870511,141, 70
150065558,140, 71
901533570,141, 70
922007202,141, 70
954218886,141, 70
154686746,140, 71
917396023,141, 70
993998640,141, 70
888783794,141, 70
901446632,141, 70
25752208,139, 72
166065918,140, 71
966904414,141, 70
944332297,141, 70
928470671,141, 70
901021814,141, 70
939391857,141, 70
913699211,141, 70
909635865,141, 70
932644855,141, 70
922366797,141, 70
156053981,140, 71
993216008,141, 70
892879614,141, 70
968044435,141, 70
943471059,141, 70
890147372,141, 70
156223419,140, 71
939263804,141, 70
963980712,141, 70
997413044,141, 70
978467406,141, 70
924212874,141, 70
965733540,141, 70
990265699,141, 70
941485644,141, 70
153515293,140, 71
159113659,140, 71
918630757,141, 70
996835903,141, 70
925179357,141, 70
927230551,141, 70
990300506,141, 70
166006159,140, 71
911055026,141, 70
978486159,141, 70
929334955,141, 70
934917461,141, 70
901515928,141, 70
941534907,141, 70
966498334,141, 70
156647724,140, 71
926431932,141, 70
935901889,141, 70
155346549,140, 71
937739218,141, 70
932457003,141, 70
912759574,141, 70
157438687,140, 71
926656321,141, 70
917612357,141, 70
927067929,141, 70
949425583,141, 70
963455456,141, 70
916442927,141, 70
921102081,141, 70
899855834,141, 70
165494383,140, 71
993941668,141, 70
898549500,141, 70
899808740,141, 70
982733020,141, 70
26623874,139, 72
917108485,141, 70
990303585,141, 70
999774513,141, 70
908755746,141, 70
899762242,141, 70
922234992,141, 70
947433898,141, 70
951452517,141, 70
903429910,141, 70
158218307,140, 71
160951591,140, 71
952595009,141, 70
909446364,141, 70
901317785,141, 70
978523082,141, 70
923018190,141, 70
985482516,141, 70
900025729,141, 70
948074300,141, 70
910480861,141, 70
921107099,141, 70
903364593,141, 70
949219982,141, 70
892873597,141, 70
933610970,141, 70
967519400,141, 70
928973543,141, 70
922213196,141, 70
994097227,141, 70
963664244,141, 70
983932033,141, 70
895049411,141, 70
929721972,141, 70
26085445,139, 72
148342843,140, 71
999866659,141, 70
957397140,141, 70
997117474,141, 70
982491041,141, 70
993078722,141, 70
945614317,141, 70
914187752,141, 70
941475285,141, 70
913693999,141, 70
895850523,141, 70
893607925,141, 70
958579844,141, 70
999762353,141, 70
998817944,141, 70
951736059,141, 70
993405615,141, 70
974457043,141, 70
966909009,141, 70
898572212,141, 70
911327513,141, 70
901728772,141, 70
929155061,141, 70
930894045,141, 70
945730982,141, 70
980759041,141, 70
184204054,140, 71
979113566,141, 70
893691416,141, 70
913697248,141, 70
922153486,141, 70
900904749,141, 70
902032588,141, 70
972256090,141, 70
924311992,141, 70
917439704,141, 70
26005604,139, 72
975429669,141, 70
894818213,141, 70
990047688,141, 70
148345240,140, 71
918477809,141, 70
902109058,141, 70
966823649,141, 70
925772688,141, 70
911224759,141, 70
889113444,141, 70
944690648,141, 70
936160536,141, 70
946486994,141, 70
917126103,141, 70
156004124,140, 71
928371894,141, 70
940965457,141, 70
994051567,141, 70
929281912,141, 70
933619201,141, 70
910047947,141, 70
963481580,141, 70
159616586,140, 71
978518524,141, 70
947747826,141, 70
889856742,141, 70
926807197,141, 70
945598714,141, 70
939371104,141, 70
972262026,141, 70
951284378,141, 70
931828561,141, 70
162871963,140, 71
963392602,141, 70
995639100,141, 70
148266532,140, 71
989200251,141, 70
979461250,141, 70
899381182,141, 70
944758388,141, 70
184724929,140, 71
942595593,141, 70
933600354,141, 70
958024457,141, 70
917405814,141, 70
958162152,141, 70
947086090,141, 70
889782584,141, 70
150319765,140, 71
979378120,141, 70
922079352,141, 70
