NUMBER,EVEN,ODD
946696934,133, 65
148426572,132, 66
900677961,133, 65
898902147,133, 65
896565469,133, 65
161015806,132, 66
157748373,132, 66
857262757,133, 65
889027761,133, 65
149173305,132, 66
843889297,133, 65
3911763,130, 68
904160325,133, 65
964663799,133, 65
911829107,133, 65
877081199,133, 65
907051357,133, 65
870681364,133, 65
865106757,133, 65
880927055,133, 65
895190671,133, 65
877027300,133, 65
917011961,133, 65
945760584,133, 65
955574493,133, 65
881195330,133, 65
929974008,133, 65
26290452,131, 67
891674596,133, 65
852878175,133, 65
879411006,133, 65
921787490,133, 65
948027683,133, 65
896572098,133, 65
855553228,133, 65
915866335,133, 65
141220392,132, 66
877813168,133, 65
878494018,133, 65
959666639,133, 65
954876785,133, 65
959331894,133, 65
905963499,133, 65
882418639,133, 65
23961212,131, 67
910576155,133, 65
948028310,133, 65
896316964,133, 65
844965336,133, 65
918808479,133, 65
898570086,133, 65
863848022,133, 65
939235007,133, 65
153683875,132, 66
989870552,133, 65
844938796,133, 65
879101391,133, 65
876863212,133, 65
871249801,133, 65
880650092,133, 65
850884851,133, 65
902977020,133, 65
147504245,132, 66
958521420,133, 65
885542135,133, 65
880852759,133, 65
917991880,133, 65
843962822,133, 65
149271766,132, 66
141556190,132, 66
948180754,133, 65
921035273,133, 65
890289765,133, 65
855710414,133, 65
154901557,132, 66
844505711,133, 65
919701825,133, 65
943250299,133, 65
140829609,132, 66
877039172,133, 65
878120048,133, 65
851374982,133, 65
921032480,133, 65
913004656,133, 65
870896714,133, 65
952175774,133, 65
881314739,133, 65
948069013,133, 65
919046672,133, 65
845964651,133, 65
867258532,133, 65
887623650,133, 65
864010237,133, 65
947294964,133, 65
893647256,133, 65
847937329,133, 65
148907189,132, 66
878461884,133, 65
158026077,132, 66
908301814,133, 65
875928876,133, 65
951554050,133, 65
154066838,132, 66
902948987,133, 65
973443893,133, 65
848211720,133, 65
864922514,133, 65
899516328,133, 65
152645100,132, 66
889713571,133, 65
903406800,133, 65
150093309,132, 66
904112352,133, 65
148039604,132, 66
152073751,132, 66
146997534,132, 66
143961134,132, 66
916206742,133, 65
144520480,132, 66
869961486,133, 65
888474336,133, 65
940016276,133, 65
874587523,133, 65
146414178,132, 66
947123639,133, 65
958087875,133, 65
893194561,133, 65
863463076,133, 65
894991157,133, 65
23570366,131, 67
943401871,133, 65
989815403,133, 65
147257112,132, 66
854147115,133, 65
859644912,133, 65
893744807,133, 65
893691005,133, 65
916567605,133, 65
854326622,133, 65
856048598,133, 65
855735950,133, 65
916971074,133, 65
871881176,133, 65
899408907,133, 65
920728602,133, 65
848549725,133, 65
855660290,133, 65
863889071,133, 65
870507295,133, 65
870686556,133, 65
890300500,133, 65
892693266,133, 65
872697321,133, 65
150242138,132, 66
855346506,133, 65
928965968,133, 65
156533756,132, 66
151552645,132, 66
850409555,133, 65
929018566,133, 65
916651112,133, 65
883214415,133, 65
142548856,132, 66
893388484,133, 65
932554385,133, 65
948568892,133, 65
142798340,132, 66
884234560,133, 65
142558462,132, 66
888410464,133, 65
881859495,133, 65
876808643,133, 65
887689093,133, 65
874343657,133, 65
878487961,133, 65
901382921,133, 65
874979346,133, 65
847439810,133, 65
24953569,131, 67
926956217,133, 65
939952116,133, 65
901561847,133, 65
174589419,132, 66
142213852,132, 66
871818770,133, 65
868135326,133, 65
148052678,132, 66
934082217,133, 65
881286331,133, 65
855790289,133, 65
888446512,133, 65
947037880,133, 65
4255909,130, 68
945103658,133, 65
881238194,133, 65
865351271,133, 65
145359021,132, 66
922033215,133, 65
144983826,132, 66
892596987,133, 65
844636977,133, 65
965270486,133, 65
901505195,133, 65
939550246,133, 65
865394377,133, 65
906715866,133, 65
942387597,133, 65
852955048,133, 65
845663861,133, 65
957542350,133, 65
881176704,133, 65
955698522,133, 65
850544068,133, 65
953490919,133, 65
883187257,133, 65
855224786,133, 65
946980859,133, 65
876681559,133, 65
867295959,133, 65
945524704,133, 65
958758761,133, 65
155655760,132, 66
876968497,133, 65
141370747,132, 66
142558351,132, 66
933726329,133, 65
875908057,133, 65
900219946,133, 65
856482605,133, 65
891654991,133, 65
879580471,133, 65
152520218,132, 66
897888870,133, 65
896767396,133, 65
151173076,132, 66
865053932,133, 65
914810909,133, 65
948847539,133, 65
880731958,133, 65
972747021,133, 65
149916195,132, 66
928513580,133, 65
845658869,133, 65
917382086,133, 65
933151295,133, 65
896717928,133, 65
906736676,133, 65
943170254,133, 65
895080801,133, 65
889314360,133, 65
856246789,133, 65
933030184,133, 65
846011686,133, 65
897585963,133, 65
883950250,133, 65
950600888,133, 65
896687848,133, 65
158433566,132, 66
965059414,133, 65
887237692,133, 65
889757957,133, 65
946717823,133, 65
870230090,133, 65
944074840,133, 65
900954973,133, 65
881284850,133, 65
989893856,133, 65
892726649,133, 65
917417784,133, 65
916300472,133, 65
142320849,132, 66
928780078,133, 65
854896033,133, 65
900653926,133, 65
909507214,133, 65
886120397,133, 65
946154604,133, 65
889336650,133, 65
848703058,133, 65
142271891,132, 66
947119513,133, 65
874311186,133, 65
950470914,133, 65
972763061,133, 65
879805975,133, 65
909462669,133, 65
909095072,133, 65
896716837,133, 65
875555798,133, 65
24707259,131, 67
157512070,132, 66
145679928,132, 66
942565215,133, 65
870691626,133, 65
954989897,133, 65
891748692,133, 65
972472439,133, 65
153574064,132, 66
175314366,132, 66
24935320,131, 67
882361891,133, 65
951725100,133, 65
854064612,133, 65
865148796,133, 65
867298292,133, 65
853618611,133, 65
950420773,133, 65
843985884,133, 65
922250041,133, 65
880196873,133, 65
912442914,133, 65
867284755,133, 65
954455807,133, 65
881295476,133, 65
877677279,133, 65
895873968,133, 65
855283956,133, 65
946549637,133, 65
904924676,133, 65
947715380,133, 65
948003763,133, 65
901607179,133, 65
946821715,133, 65
954907067,133, 65
849660549,133, 65
880521971,133, 65
147816639,132, 66
889428490,133, 65
890217706,133, 65
879495623,133, 65
155572908,132, 66
875428397,133, 65
933978789,133, 65
23723817,131, 67
913531434,133, 65
849277623,133, 65
905726681,133, 65
916682249,133, 65
924427400,133, 65
849245103,133, 65
148821608,132, 66
913542149,133, 65
950669194,133, 65
972615285,133, 65
889872229,133, 65
851108270,133, 65
150918609,132, 66
892784543,133, 65
145874879,132, 66
918476900,133, 65
897710952,133, 65
880750753,133, 65
883328519,133, 65
918473543,133, 65
919084859,133, 65
918507344,133, 65
885312484,133, 65
896987083,133, 65
867515094,133, 65
854909139,133, 65
854210101,133, 65
870506689,133, 65
843734348,133, 65
881807315,133, 65
846088507,133, 65
959106710,133, 65
939638947,133, 65
904759577,133, 65
870283294,133, 65
875118101,133, 65
25493523,131, 67
147194390,132, 66
146784300,132, 66
863272003,133, 65
885298245,133, 65
954441272,133, 65
846423076,133, 65
153193146,132, 66
862848733,133, 65
948482025,133, 65
140890712,132, 66
892239722,133, 65
