z_value,k_value
2237,90
2367,90
2505,90
5023,91
828,91
4671,91
4489,91
829,91
5021,91
9998,92
9070,92
3313,93
3304,93
3296,93
2982,93
3312,93
3155,93
6608,94
1096,94
1105,94
6030,94
6697,94
1051,94
183,94
6679,94
2231,95
4151,96
4073,96
4427,96
730,96
8147,97
8063,97
8058,97
8817,97
8033,97
8789,97
8877,97
8412,97
8800,97
8946,97
8302,97
8062,97
8925,97
8947,97
2802,98
486,98
2946,98
2685,98
5935,99
5368,99
5497,99
5917,99
161,99
990,99
1936,100
3905,101
107,101
7157,102
7475,102
7160,102
7889,102
1290,102
7744,102
7818,102
8799,102
430,103
2604,103
4719,104
4918,104
4919,104
861,104
4770,104
856,104
9801,105
9419,105
9682,105
9837,105
9547,105
3474,106
3471,106
3440,106
3459,106
573,106
6279,107
6927,107
7042,107
6995,107
6941,107
2315,108
4371,109
4564,109
4627,109
4626,109
1504,110
253,110
8687,110
8443,110
8742,110
9187,110
9235,110
248,110
8485,110
166,112
6177,112
6258,112
5654,112
164,112
333,113
110,114
4052,114
666,114
220,115
8229,115
1322,115
1345,115
7769,115
1333,115
2701,116
5328,117
881,117
5161,117
5396,117
5333,117
5347,117
5099,117
1768,118
1728,118
1797,118
3323,119
3431,119
3655,119
6907,120
7315,120
7420,120
7040,120
7228,120
7417,120
7048,120
6823,120
2390,121
2392,121
4792,122
4789,122
4782,122
4780,122
4859,122
4947,122
4801,122
9148,123
1549,123
1544,123
1592,123
8860,123
9603,123
9750,123
9384,123
9150,123
9892,123
9175,123
9894,123
516,124
3142,124
530,124
6264,125
6212,125
6294,125
6385,125
5907,125
6192,125
6240,125
1034,125
6478,125
347,126
4331,127
695,127
4318,127
4065,127
4240,127
1378,128
8791,128
8373,128
8567,128
8261,128
231,128
8539,128
1394,128
8517,128
8637,128
1403,128
8185,128
8490,128
8240,128
8500,128
1413,128
8378,128
1368,128
2833,129
2828,129
2741,129
2879,129
2824,129
2776,129
2855,129
5525,130
5523,130
5472,130
5482,130
5530,130
5489,130
941,130
5493,130
5585,130
5678,130
5676,130
5689,130
1884,131
1841,131
1851,131
3674,132
3703,132
3661,132
623,132
3806,132
3718,132
3783,132
3652,132
3849,132
7373,133
7611,133
6974,133
7441,133
7365,133
7415,133
7432,133
7402,133
417,134
2439,134
2468,134
834,135
4957,135
5027,135
4914,135
830,135
4941,135
825,135
4937,135
4665,135
9740,136
1625,136
9882,136
9814,136
9821,136
9763,136
9771,136
9927,136
3324,137
3271,137
6609,138
1097,138
6581,138
6500,138
6715,138
6672,138
6583,138
6493,138
6590,138
6822,138
6488,138
6817,138
6535,138
2233,139
2174,139
4467,140
4452,140
4363,140
4389,140
4355,140
8853,141
9095,141
8780,141
8774,141
8909,141
8773,141
1463,141
8692,141
8770,141
1475,141
8713,141
8906,141
2925,142
2889,142
2966,142
2924,142
5938,143
5821,143
5954,143
5850,143
5853,143
5796,143
6062,143
982,143
1966,144
3879,145
3843,145
3897,145
4006,145
7954,146
7873,146
7866,146
8082,146
7797,146
7803,146
7795,146
7800,146
5129,148
5295,148
5387,148
1718,149
3491,150
3494,150
3517,150
7183,151
7114,151
6879,151
6872,151
7103,151
6898,151
2311,152
2306,152
4585,153
4619,153
4658,153
4747,153
4607,153
9022,154
9759,154
9308,154
9315,154
9318,154
9494,154
9246,154
9481,154
9275,154
3039,155
3079,155
3126,155
6087,156
6183,156
6313,156
6159,156
4009,158
4087,158
8269,159
8339,159
8338,159
9631,159
8018,159
8239,159
2702,160
2735,160
2759,160
5458,161
5427,161
5518,161
3647,163
3673,163
3643,163
7451,164
7345,164
7481,164
7287,164
2375,165
4860,166
4839,166
9611,167
3166,168
6657,169
6471,169
4310,171
8603,172
8530,172
8655,172
9182,172
2873,173
5687,174
5735,174
5714,174
1915,175
3830,176
3749,176
3831,176
7505,177
5087,179
5257,179
3391,181
3486,181
6972,182
4644,184
9087,185
9288,185
9292,185
9042,185
6193,187
7403,195
4763,197
6319,200
6383,200
4255,202
5673,205
9225,229
