k_value,n
199,8949
186,8431
212,8173
168,8101
217,7962
204,7577
173,7397
230,6998
155,6576
191,5870
160,5542
243,5190
142,5163
178,4147
181,3872
222,3203
209,3081
235,2984
147,2727
137,2717
196,2343
248,2017
165,1559
183,1395
152,957
214,948
201,792
129,773
170,770
150,603
225,468
261,435
188,429
240,425
227,261
157,248
253,177
134,171
144,170
175,170
194,91
