z_value,k_value
1,0
16,5
5,6
10,7
21,8
20,8
40,9
80,10
85,10
512,10
84,10
12,10
168,11
26,11
24,11
52,12
320,12
340,12
53,12
672,13
113,13
96,13
682,13
213,14
192,14
227,14
34,14
35,14
208,14
426,15
453,15
384,15
75,15
452,15
141,16
853,16
140,16
768,16
136,16
852,16
151,16
904,16
832,16
22,16
906,16
23,16
138,16
276,17
7,17
280,17
46,17
272,17
44,17
277,17
301,17
282,17
45,17
600,18
565,18
90,18
92,18
15,18
605,18
564,18
554,18
28,19
186,19
201,19
401,20
56,20
402,20
373,20
58,20
352,20
403,20
744,21
18,21
803,21
112,21
739,21
804,21
805,21
746,21
704,21
117,21
753,21
738,21
725,21
806,21
267,22
234,22
36,22
240,22
245,22
38,22
74,23
72,23
483,23
81,23
77,23
535,23
537,23
488,23
464,23
534,23
468,23
76,23
896,24
985,24
25,24
162,24
154,24
152,24
938,24
149,24
144,24
976,24
980,24
936,24
965,24
994,24
326,25
298,25
325,25
308,25
321,25
50,25
288,25
309,25
304,25
49,25
596,26
618,26
100,26
597,26
662,26
715,26
592,26
625,26
650,26
101,26
642,26
102,26
576,26
217,27
205,27
202,27
197,27
66,28
67,28
65,28
397,28
404,28
475,28
405,28
433,28
434,28
410,28
441,28
396,28
821,29
870,29
820,29
882,29
808,29
792,29
950,29
857,29
789,29
794,29
784,29
130,29
816,29
131,29
133,29
132,29
869,29
134,29
868,29
266,30
264,30
268,30
262,30
289,30
260,30
261,30
43,30
269,30
89,31
522,31
571,31
579,31
583,31
633,31
528,31
578,31
525,31
533,31
555,31
536,31
529,31
520,31
177,32
173,32
349,33
357,33
59,33
348,33
385,33
358,33
346,33
705,34
114,34
709,34
716,34
717,34
712,34
115,34
698,34
708,34
119,34
761,34
688,34
729,34
769,34
770,34
846,34
693,34
696,34
710,34
238,35
39,35
229,35
236,35
461,36
460,36
476,36
477,36
513,36
78,36
465,36
79,36
458,36
920,37
931,37
158,37
916,37
943,37
948,37
912,37
954,37
944,37
922,37
949,37
952,37
946,37
157,37
930,37
987,37
971,37
314,38
312,38
305,38
307,38
316,38
317,38
631,39
610,39
687,39
624,39
630,39
611,39
105,39
632,39
634,39
628,39
210,40
203,40
431,41
418,41
455,41
409,41
420,41
422,41
406,41
837,42
840,42
910,42
817,42
836,42
814,42
863,42
819,42
862,42
135,42
827,42
844,42
845,42
838,42
841,42
911,42
303,43
281,43
271,43
287,43
606,44
540,44
556,44
545,44
557,44
541,44
575,44
558,44
185,45
191,45
187,45
370,46
375,46
363,46
374,46
367,46
382,46
726,47
727,47
740,47
723,47
750,47
747,47
748,47
742,47
809,47
734,47
764,47
741,47
722,47
749,47
721,47
766,47
765,47
249,48
247,48
255,48
510,49
498,49
508,49
489,49
499,49
963,50
997,50
984,50
989,50
979,50
998,50
999,50
969,50
996,50
961,50
329,51
338,51
339,51
676,52
657,52
718,52
665,52
641,52
677,52
478,54
443,54
439,54
451,54
956,55
877,55
957,55
907,55
901,55
878,55
876,55
958,55
902,55
887,55
855,55
318,56
295,56
638,57
590,57
601,57
591,57
425,59
379,59
393,59
849,60
801,60
851,60
759,60
283,61
505,62
567,62
566,62
519,62
377,64
754,65
711,65
755,65
673,65
699,65
679,65
503,67
502,67
167,68
905,68
335,69
615,70
669,70
603,70
111,70
222,71
807,73
888,73
892,73
893,73
791,78
175,81
350,82
701,83
467,85
933,86
932,86
934,86
155,86
839,86
310,87
621,88
620,88
622,88
412,90
828,91
275,92
274,92
549,93
550,93
548,93
91,93
182,94
183,94
993,94
365,95
728,96
121,96
743,96
671,96
732,96
730,96
242,97
243,97
486,98
495,98
485,98
447,98
977,99
895,99
970,99
991,99
323,100
322,100
107,101
644,101
646,101
651,101
215,102
71,103
428,103
429,103
856,104
860,104
795,104
858,104
142,104
286,105
285,105
47,105
94,106
572,106
568,106
573,106
570,106
190,107
31,107
378,108
62,108
381,108
376,108
126,109
752,109
760,109
756,109
757,109
124,109
125,109
762,109
41,110
250,110
501,111
504,111
496,111
506,111
164,112
27,112
166,112
337,113
328,113
333,113
332,113
330,113
54,113
110,114
108,114
666,114
661,114
664,114
675,114
674,114
656,114
216,115
221,115
449,116
440,116
73,116
432,116
146,117
864,117
880,117
899,117
884,117
147,117
898,117
145,117
874,117
881,117
885,117
927,117
294,118
290,118
299,118
291,118
582,119
586,119
581,119
588,119
598,119
584,119
97,119
199,120
194,120
193,120
389,121
386,121
398,121
387,121
129,122
798,122
773,122
774,122
772,122
783,122
776,122
782,122
778,122
781,122
265,123
258,123
257,123
523,124
516,124
521,124
517,124
514,124
515,124
530,124
171,125
342,126
343,126
345,126
353,126
690,127
706,127
685,127
691,127
695,127
689,127
694,127
707,127
684,127
697,127
235,128
459,129
462,129
470,129
915,130
913,130
935,130
940,130
941,130
914,130
929,130
918,130
959,130
619,132
627,132
626,132
639,132
617,132
411,134
417,134
831,135
823,135
825,135
822,135
834,135
830,135
811,135
835,135
553,137
543,137
751,140
487,142
491,142
975,143
982,143
983,143
327,144
654,145
865,148
703,171
937,174
871,179
